CustomerID,Quantity,Total_sales,Country,InvoiceNo,Description,InvoiceDate,RFM_score,Cluster,R_rate,F_rate,M_rate,RFM_segment
12458.0,506,947.4000000000001,Switzerland,568950,SILVER TEDDY BEAR,2011-09-29,8,0,2,3,3,233
12461.0,287,826.8800000000001,Switzerland,565785,WOODEN UNION JACK BUNTING,2011-09-06,7,1,2,2,3,233
12462.0,514,1124.0099999999998,Spain,C581148,WOODLAND SMALL RED FELT HEART,2011-12-07,10,0,4,3,3,433
12463.0,757,1303.6299999999997,Belgium,C572479,WOODLAND DESIGN  COTTON TOTE BAG,2011-10-24,9,0,3,3,3,333
12464.0,112,1212.0499999999997,Belgium,579441,RED KITCHEN SCALES,2011-11-29,8,0,4,1,3,433
12465.0,475,733.8900000000001,Belgium,C580168,SWALLOW WOODEN CHRISTMAS DECORATION,2011-12-02,10,0,4,3,3,433
12468.0,364,724.04,Germany,C560564,WOODLAND PARTY BAG + STICKER SET,2011-07-19,7,1,2,2,3,233
12471.0,7953,18705.519999999942,Germany,C578062,WRAP RED APPLES ,2011-12-07,12,0,4,4,4,444
12472.0,4020,6229.480000000004,Germany,C575223,WRAP VINTAGE PETALS  DESIGN,2011-11-09,11,0,3,4,4,344
12473.0,2338,2837.7299999999996,Germany,C575638,ZINC FOLKART SLEIGH BELLS,2011-11-10,11,0,3,4,4,344
12474.0,4750,7064.77,Germany,C576974,WRAP VINTAGE LEAF DESIGN,2011-11-22,11,0,3,4,4,344
12475.0,535,723.38,Germany,571308,WOODLAND PARTY BAG + STICKER SET,2011-10-17,8,0,2,3,3,233
12476.0,2337,6546.580000000007,Germany,C581409,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-08,12,0,4,4,4,444
12477.0,3620,13117.009999999993,Germany,C566090,YELLOW COAT RACK PARIS FASHION,2011-11-17,11,0,3,4,4,344
12478.0,236,680.9900000000002,Greece,580752,WHITE SKULL HOT WATER BOTTLE ,2011-12-06,9,0,4,2,3,433
12479.0,351,477.30000000000007,Germany,C580740,SKULLS TAPE,2011-12-06,8,0,4,2,2,422
12480.0,1707,3281.6300000000015,Germany,575896,WRAP SUKI AND FRIENDS,2011-11-11,11,0,3,4,4,344
12481.0,3280,5574.360000000002,Germany,C549098,WRAP VINTAGE PETALS  DESIGN,2011-11-17,11,0,3,4,4,344
12483.0,1097,2327.130000000001,Sweden,C578090,WOODLAND SMALL RED FELT HEART,2011-11-22,11,0,3,4,4,344
12484.0,2181,4480.870000000001,Spain,C569370,ZINC T-LIGHT HOLDER STARS SMALL,2011-11-07,11,0,3,4,4,344
12488.0,529,1298.6599999999999,France,579529,WOODLAND  HEIGHT CHART STICKERS ,2011-11-30,10,0,4,3,3,433
12489.0,105,334.92999999999995,France,540463,WOODLAND DESIGN  COTTON TOTE BAG,2011-01-07,4,1,1,1,2,122
12490.0,3064,5417.9299999999985,France,580536,WRAP RED APPLES ,2011-12-04,12,0,4,4,4,444
12491.0,260,460.4000000000001,France,573868,WOODLAND MINI BACKPACK,2011-11-01,7,1,3,2,2,322
12492.0,192,263.21,Germany,570189,WRAP 50'S  CHRISTMAS,2011-10-07,5,1,2,2,1,211
12493.0,206,416.79,France,C555100,WATERING CAN BLUE ELEPHANT,2011-06-27,5,1,1,2,2,122
12494.0,690,1139.3500000000008,France,C579532,WOODLAND BUNNIES LOLLY MAKERS,2011-11-30,10,0,4,3,3,433
12497.0,1236,1043.1,Germany,567298,WRAP SUKI AND FRIENDS,2011-09-19,9,0,2,4,3,233
12498.0,159,403.7,Germany,577301,WOODLAND CHARLOTTE BAG,2011-11-18,7,1,3,2,2,322
12500.0,2671,4206.2699999999995,Germany,C574347,WHITE ROCKING HORSE HAND PAINTED,2011-11-16,11,0,3,4,4,344
12501.0,1722,2089.68,Germany,C542537,"WRAP, BILLBOARD FONTS DESIGN",2011-01-28,9,0,1,4,4,144
12502.0,820,3723.87,Spain,565519,WOODEN PICTURE FRAME WHITE FINISH,2011-09-05,9,0,2,3,4,244
12503.0,-1,-1126.0,Spain,C540271,Manual,2011-01-06,3,1,1,1,1,111
12504.0,51,114.00000000000003,Germany,C577775,SWEETHEART 3 TIER CAKE STAND ,2011-11-21,5,1,3,1,1,311
12505.0,-1,-4.5,Italy,C543743,Manual,2011-02-11,3,1,1,1,1,111
12506.0,23,73.50000000000003,France,550821,WATERING CAN PINK BUNNY,2011-04-21,3,1,1,1,1,111
12507.0,894,1258.06,Spain,C559175,SET OF 6 TEA TIME BAKING CASES,2011-07-28,8,0,2,3,3,233
12508.0,271,397.88000000000005,France,576064,WOODLAND CHARLOTTE BAG,2011-11-13,7,1,3,2,2,322
12509.0,55,176.5,France,545181,TEA TIME PARTY BUNTING,2011-02-28,3,1,1,1,1,111
12510.0,353,982.57,Spain,560607,WOODLAND CHARLOTTE BAG,2011-07-20,7,1,2,2,3,233
12512.0,96,132.18000000000006,Israel,569529,WRAP ENGLISH ROSE ,2011-10-04,4,1,2,1,1,211
12513.0,456,586.7900000000001,France,C567091,WRAP SUKI AND FRIENDS,2011-09-16,7,1,2,3,2,222
12514.0,440,1017.6800000000002,Italy,546875,WOODLAND CHARLOTTE BAG,2011-03-17,7,1,1,3,3,133
12515.0,131,383.7,Italy,539752,SET OF 3 CAKE TINS PANTRY DESIGN ,2010-12-21,4,1,1,1,2,122
12516.0,875,1312.06,Germany,567959,YULETIDE IMAGES GIFT WRAP SET,2011-09-23,8,0,2,3,3,233
12517.0,1338,2443.65,Germany,C575839,ZINC T-LIGHT HOLDER STARS SMALL,2011-11-11,11,0,3,4,4,344
12518.0,1318,2056.8899999999994,Germany,581494,WRAP GREEN PEARS ,2011-12-09,12,0,4,4,4,444
12519.0,175,330.84,Germany,570007,WOODLAND  STICKERS,2011-10-07,6,1,2,2,2,222
12520.0,1430,2582.5099999999998,Germany,C546886,WOODLAND PARTY BAG + STICKER SET,2011-09-21,10,0,2,4,4,244
12521.0,309,599.6800000000001,Germany,560635,WOODLAND CHARLOTTE BAG,2011-07-20,6,1,2,2,2,222
12522.0,194,192.72000000000003,Germany,573629,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2011-10-31,6,1,3,2,1,311
12523.0,861,1745.5700000000006,France,C581316,WRAP POPPIES  DESIGN,2011-12-08,11,0,4,3,4,444
12524.0,3699,4485.719999999999,Germany,579786,WOODLAND MINI BACKPACK,2011-11-30,12,0,4,4,4,444
12526.0,632,1316.6600000000005,Germany,581574,WOODLAND PARTY BAG + STICKER SET,2011-12-09,10,0,4,3,3,433
12527.0,234,348.71000000000004,Germany,567291,WOODLAND CHARLOTTE BAG,2011-09-19,6,1,2,2,2,222
12528.0,750,1922.2800000000009,Germany,C563751,WRAP PINK FAIRY CAKES ,2011-11-30,11,0,4,3,4,444
12530.0,900,1623.6299999999994,Germany,C564104,WOODLAND MINI BACKPACK,2011-10-11,9,0,2,3,4,244
12531.0,45,125.22,Germany,578705,WOODLAND  HEIGHT CHART STICKERS ,2011-11-25,6,1,4,1,1,411
12532.0,153,349.83,France,575326,VINTAGE JINGLE BELLS HEART,2011-11-09,7,1,3,2,2,322
12534.0,651,1089.18,Germany,561911,WOODLAND DESIGN  COTTON TOTE BAG,2011-08-01,8,0,2,3,3,233
12535.0,219,716.3500000000001,France,566074,VINTAGE UNION JACK CUSHION COVER,2011-09-09,7,1,2,2,3,233
12536.0,2652,4106.820000000003,France,C580263,WRAP PAISLEY PARK ,2011-12-02,12,0,4,4,4,444
12538.0,191,363.95,Spain,575707,VINTAGE LEAF MAGNETIC NOTEPAD,2011-11-10,7,1,3,2,2,322
12539.0,2066,3852.4999999999986,Spain,C542348,ZINC FOLKART SLEIGH BELLS,2011-11-17,11,0,3,4,4,344
12540.0,6677,13309.039999999992,Spain,C567521,ZINC FOLKART SLEIGH BELLS,2011-11-20,11,0,3,4,4,344
12541.0,680,981.1800000000002,Spain,575514,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-11-10,9,0,3,3,3,333
12544.0,132,355.7,Spain,C575531,TRADITIONAL KNITTING NANCY,2011-11-10,6,1,3,1,2,322
12545.0,523,1000.3899999999999,Spain,568179,URBAN BLACK RIBBONS ,2011-09-25,8,0,2,3,3,233
12546.0,617,1141.5,Spain,C569422,WOODLAND MINI BACKPACK,2011-10-24,9,0,3,3,3,333
12547.0,134,207.8,Spain,554792,SET/20 RED RETROSPOT PAPER NAPKINS ,2011-05-26,3,1,1,1,1,111
12548.0,49,95.19999999999999,Spain,558108,SET OF 72 SKULL PAPER  DOILIES,2011-06-26,3,1,1,1,1,111
12550.0,569,964.8299999999994,Spain,567653,WRAP ENGLISH ROSE ,2011-09-21,8,0,2,3,3,233
12551.0,100,168.0,Spain,539351,SUKI  SHOULDER BAG,2010-12-17,3,1,1,1,1,111
12552.0,88,437.81999999999994,Italy,573768,ZINC BOX SIGN HOME,2011-11-01,6,1,3,1,2,322
12553.0,1924,3652.2500000000014,France,C579562,ZINC FOLKART SLEIGH BELLS,2011-12-01,12,0,4,4,4,444
12556.0,355,599.5599999999997,Spain,572065,ZINC METAL HEART DECORATION,2011-10-20,7,1,3,2,2,322
12557.0,4384,11990.96,Spain,578321,RED RETROSPOT PLATE ,2011-11-23,12,0,4,4,4,444
12558.0,0,2.6645352591003757e-14,USA,C581229,VINTAGE KID DOLLY CARD ,2011-12-08,6,1,4,1,1,411
12559.0,281,536.2099999999999,Germany,C542924,WRAP RED APPLES ,2011-02-02,5,1,1,2,2,122
12560.0,1078,2101.3900000000003,Germany,C564913,WRAP VINTAGE LEAF DESIGN,2011-12-04,12,0,4,4,4,444
12561.0,177,238.85,Germany,543587,WRAP RED APPLES ,2011-02-10,4,1,1,2,1,111
12562.0,1779,3781.7400000000025,France,580126,WRAP RED VINTAGE DOILY,2011-12-01,12,0,4,4,4,444
12564.0,133,456.9000000000001,France,547520,SPACEBOY LUNCH BOX ,2011-03-23,4,1,1,1,2,122
12565.0,75,131.17,Saudi Arabia,C545507,PLASTERS IN TIN STRONGMAN,2011-03-03,3,1,1,1,1,111
12566.0,264,346.70000000000005,Germany,C568580,WRAP PINK FAIRY CAKES ,2011-09-28,6,1,2,2,2,222
12567.0,4089,9114.939999999993,France,C555935,ZINC FOLKART SLEIGH BELLS,2011-11-17,11,0,3,4,4,344
12569.0,1793,4064.989999999999,Germany,C576816,YOU'RE CONFUSING ME METAL SIGN ,2011-12-07,12,0,4,4,4,444
12571.0,523,519.6099999999999,France,573428,WOODLAND SMALL PINK FELT HEART,2011-10-31,8,0,3,3,2,322
12572.0,450,1004.7200000000003,Germany,C572275,WRAP GINGHAM ROSE ,2011-12-01,10,0,4,3,3,433
12573.0,84,160.54,France,551163,WHITE LOVEBIRD LANTERN,2011-04-26,3,1,1,1,1,111
12574.0,61,218.45000000000002,France,542425,WOODEN PICTURE FRAME WHITE FINISH,2011-01-28,3,1,1,1,1,111
12576.0,964,1306.9799999999998,Poland,C561104,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-04,10,0,3,4,3,333
12577.0,463,564.2000000000003,France,C574512,ZINC METAL HEART DECORATION,2011-11-04,8,0,3,3,2,322
12578.0,1171,2753.3599999999988,Italy,C542273,WOODLAND BUNNIES LOLLY MAKERS,2011-11-18,11,0,3,4,4,344
12579.0,278,410.71999999999997,France,C568534,WRAP ENGLISH ROSE ,2011-09-27,6,1,2,2,2,222
12580.0,238,415.7,Germany,549193,WOODLAND CHARLOTTE BAG,2011-04-07,5,1,1,2,2,122
12581.0,161,197.70999999999998,Germany,573417,ZINC WILLIE WINKIE  CANDLE STICK,2011-10-31,6,1,3,2,1,311
12582.0,300,511.3599999999999,Finland,550192,TEA BAG PLATE RED RETROSPOT,2011-04-15,5,1,1,2,2,122
12583.0,5009,7187.339999999993,France,C571127,ZINC FOLKART SLEIGH BELLS,2011-12-07,12,0,4,4,4,444
12584.0,354,1893.9500000000005,Italy,C579864,WHITE HANGING HEART T-LIGHT HOLDER,2011-12-06,10,0,4,2,4,444
12585.0,1258,1982.809999999999,Germany,C550171,WRAP PINK FAIRY CAKES ,2011-04-19,9,0,1,4,4,144
12586.0,77,179.94,Italy,C537232,WHITE HANGING HEART T-LIGHT HOLDER,2011-11-22,5,1,3,1,1,311
12587.0,51,144.0,Finland,580265,POSTAGE,2011-12-02,6,1,4,1,1,411
12588.0,53,214.9,Finland,573588,SMALL HEART MEASURING SPOONS,2011-10-31,5,1,3,1,1,311
12589.0,306,646.6800000000001,France,575747,SET/10 RED POLKADOT PARTY CANDLES,2011-11-11,8,0,3,2,3,333
12590.0,4279,9861.380000000003,Germany,C555366,WOODLAND CHARLOTTE BAG,2011-06-02,9,0,1,4,4,144
12591.0,228,452.84999999999985,Italy,542238,VINTAGE UNION JACK SHOPPING BAG,2011-01-26,5,1,1,2,2,122
12592.0,290,437.59999999999997,Germany,566054,WOODLAND CHARLOTTE BAG,2011-09-08,6,1,2,2,2,222
12593.0,206,418.09999999999997,France,564159,TOY TIDY SPACEBOY  ,2011-08-23,6,1,2,2,2,222
12594.0,1776,3320.2199999999984,Italy,C547930,WOODLAND CHARLOTTE BAG,2011-11-02,11,0,3,4,4,344
12596.0,474,618.27,Spain,571851,TABLECLOTH RED APPLES DESIGN ,2011-10-19,7,1,2,3,2,222
12597.0,2187,3683.1300000000015,Spain,C574894,ZINC FOLKART SLEIGH BELLS,2011-11-20,11,0,3,4,4,344
12598.0,1940,3002.679999999999,France,C545837,WOODLAND MINI BACKPACK,2011-11-30,12,0,4,4,4,444
12599.0,956,1032.5800000000006,France,575629,ZINC FOLKART SLEIGH BELLS,2011-11-10,9,0,3,3,3,333
12600.0,773,2581.0400000000004,Germany,C553414,WOODLAND CHARLOTTE BAG,2011-11-11,10,0,3,3,4,344
12601.0,244,569.5600000000001,Germany,C555013,ZINC WILLIE WINKIE  CANDLE STICK,2011-06-03,5,1,1,2,2,122
12602.0,162,153.12000000000003,France,570724,SET 12 COLOURING PENCILS DOILY,2011-10-12,5,1,2,2,1,211
12603.0,64,739.1999999999999,Germany,577168,REGENCY CAKESTAND 3 TIER,2011-11-18,7,1,3,1,3,333
12604.0,201,254.17999999999995,France,567640,SET/10 PINK POLKADOT PARTY CANDLES,2011-09-21,5,1,2,2,1,211
12605.0,-4,-7.5,Germany,C538123,WOODLAND PARTY BAG + STICKER SET,2010-12-09,3,1,1,1,1,111
12607.0,0,3.339550858072471e-13,USA,C570867,WRAP ENGLISH ROSE ,2011-10-12,4,1,2,1,1,211
12609.0,648,1126.8500000000001,Germany,567904,WOODLAND PARTY BAG + STICKER SET,2011-09-22,8,0,2,3,3,233
12610.0,1028,2057.9900000000007,Italy,C576199,WRAP I LOVE LONDON ,2011-11-17,11,0,3,4,4,344
12611.0,846,1193.32,Italy,571670,WOODLAND BUNNIES LOLLY MAKERS,2011-10-18,8,0,2,3,3,233
12612.0,251,643.5900000000001,Germany,C571009,TURQ+RED BOUDICCA LARGE BRACELET,2011-10-13,6,1,2,2,2,222
12613.0,1596,3218.979999999998,Germany,C575082,WOODLAND PARTY BAG + STICKER SET,2011-11-08,11,0,3,4,4,344
12614.0,76,315.59999999999997,Germany,545718,WHITE SKULL HOT WATER BOTTLE ,2011-03-07,4,1,1,1,2,122
12615.0,1376,2291.1900000000005,France,581171,WRAP RED VINTAGE DOILY,2011-12-07,12,0,4,4,4,444
12616.0,273,657.25,France,C566960,VINTAGE HEADS AND TAILS CARD GAME ,2011-09-15,7,1,2,2,3,233
12617.0,210,352.9800000000002,France,575661,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-11-10,7,1,3,2,2,322
12618.0,96,177.31,Italy,577178,RED RETROSPOT MINI CASES,2011-11-18,5,1,3,1,1,311
12619.0,3354,3214.81,Germany,C575592,VINTAGE CREAM 3 BASKET CAKE STAND,2011-11-23,12,0,4,4,4,444
12620.0,1181,1339.4099999999999,France,578698,ZINC METAL HEART DECORATION,2011-11-25,11,0,4,4,3,433
12621.0,7404,13612.069999999998,Germany,C566084,WRAP WEDDING DAY,2011-12-08,12,0,4,4,4,444
12622.0,69,180.09999999999997,Germany,550960,WOODLAND  HEIGHT CHART STICKERS ,2011-04-21,3,1,1,1,1,111
12623.0,191,305.1,Germany,545994,WRAP RED APPLES ,2011-03-08,5,1,1,2,2,122
