CustomerID,Quantity,Total_sales,Country,InvoiceNo,Description,InvoiceDate,Cluster,RFM_score
12367.0,173,168.9,Denmark,580716,WRAP DOLLY GIRL,2011-12-05,1,7
12370.0,2352,3541.939999999998,Cyprus,571905,ZINC HEART LATTICE T-LIGHT HOLDER,2011-10-19,1,10
12371.0,591,1887.9600000000003,Switzerland,572770,WHITE SKULL HOT WATER BOTTLE ,2011-10-26,1,10
12372.0,794,1298.0400000000002,Denmark,568872,WRAP VINTAGE PETALS  DESIGN,2011-09-29,1,8
12373.0,197,364.6,Austria,542887,WOODLAND CHARLOTTE BAG,2011-02-01,1,5
12374.0,342,742.93,Austria,576345,TRADITIONAL NAUGHTS & CROSSES,2011-11-14,1,8
12375.0,177,455.42000000000013,Finland,C581071,WOODLAND CHARLOTTE BAG,2011-12-07,1,8
12377.0,944,1628.1199999999997,Switzerland,542586,WOODLAND  STICKERS,2011-01-28,1,8
12378.0,2529,4008.6200000000013,Switzerland,562046,WRAP SUKI AND FRIENDS,2011-08-02,1,10
12379.0,406,850.2899999999996,Belgium,C559193,WOODLAND STORAGE BOX SMALL,2011-09-19,1,8
12380.0,1126,2720.56,Belgium,C572532,WOODLAND DESIGN  COTTON TOTE BAG,2011-11-18,1,11
12381.0,783,1803.9600000000005,Norway,C565050,WRAP 50'S  CHRISTMAS,2011-12-05,1,11
12383.0,1529,1839.3099999999997,Belgium,C541586,WHITE WOOD GARDEN PLANT LADDER,2011-06-08,1,9
12384.0,121,566.16,Switzerland,C567540,VINTAGE DOILY DELUXE SEWING KIT ,2011-11-11,1,6
12386.0,354,401.90000000000003,Australia,540280,SET OF 2 ROUND TINS CAMEMBERT ,2011-01-06,1,5
12388.0,1462,2780.6600000000003,Australia,578459,VINTAGE RED TRIM ENAMEL BOWL ,2011-11-24,1,12
12390.0,353,549.8399999999999,Belgium,567530,WRAP SUKI AND FRIENDS,2011-09-21,1,6
12391.0,293,439.65999999999997,Cyprus,577228,WOOD STAMP SET THANK YOU,2011-11-18,1,7
12393.0,816,1582.6000000000004,Australia,568708,WOODLAND PARTY BAG + STICKER SET,2011-09-28,1,8
12394.0,819,1272.48,Denmark,569997,TOADSTOOL MONEY BOX,2011-10-07,1,8
12395.0,2113,2998.279999999999,Belgium,C578432,WOODLAND MINI BACKPACK,2011-11-24,1,12
12397.0,1263,2409.9000000000005,Belgium,574336,WOODLAND MINI BACKPACK,2011-11-04,1,11
12398.0,1394,1635.6599999999999,Switzerland,572567,WRAP RED VINTAGE DOILY,2011-10-25,1,11
12399.0,1178,1108.65,Belgium,563172,SPOTTY BUNTING,2011-08-12,1,9
12401.0,11,84.3,Belgium,543537,REGENCY CAKESTAND 3 TIER,2011-02-09,1,3
12402.0,94,225.6,Belgium,541675,WATERING CAN PINK BUNNY,2011-01-20,1,3
12403.0,95,409.7,Denmark,C572187,POSTAGE,2011-10-21,1,6
12405.0,857,1710.3900000000006,Finland,559928,WOODLAND STORAGE BOX SMALL,2011-07-14,1,8
12406.0,1809,3280.7500000000014,Denmark,C562728,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-11-17,1,11
12407.0,1416,1708.1199999999997,Belgium,572133,TEATIME ROUND PENCIL SHARPENER ,2011-10-21,1,11
12408.0,1399,2842.57,Belgium,C574865,WOODLAND MINI BACKPACK,2011-11-07,1,11
12409.0,5543,11056.930000000004,Switzerland,C567677,YOU'RE CONFUSING ME METAL SIGN ,2011-09-22,1,10
12410.0,209,681.0799999999999,Switzerland,C543773,WASHROOM METAL SIGN,2011-02-11,1,6
12412.0,829,1226.8799999999999,Denmark,568223,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-09-26,1,8
12413.0,282,694.15,France,C540853,TOOL BOX SOFT TOY ,2011-10-04,1,7
12414.0,300,562.41,Austria,552202,TEA TIME PARTY BUNTING,2011-05-06,1,5
12415.0,77242,123725.44999999987,Australia,C574344,YELLOW GIANT GARDEN THERMOMETER,2011-11-15,1,11
12417.0,1539,3578.8,Spain,C575669,WRAP RED VINTAGE DOILY,2011-12-06,1,12
12418.0,407,668.5799999999997,Switzerland,563756,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-08-19,1,8
12420.0,345,600.3900000000001,Cyprus,570000,STRAWBERRY FAIRY CAKE TEAPOT,2011-10-07,1,6
12421.0,483,806.2700000000002,Spain,C557300,WHITE LOVEBIRD LANTERN,2011-11-24,1,10
12422.0,370,803.5599999999998,Switzerland,565466,STRAWBERRY SHOPPER BAG,2011-09-05,1,8
12423.0,1327,1849.1100000000001,Belgium,C565294,WOODLAND CHARLOTTE BAG,2011-12-09,1,12
12424.0,740,1760.9599999999998,Australia,558537,VINTAGE HEADS AND TAILS CARD GAME ,2011-06-30,1,8
12425.0,496,777.1999999999999,Portugal,567929,TV DINNER TRAY AIR HOSTESS ,2011-09-22,1,8
12426.0,258,582.7299999999999,Germany,554985,WRAP BAD HAIR DAY,2011-05-29,1,5
12427.0,236,708.3700000000001,Germany,C579090,WOODLAND  HEIGHT CHART STICKERS ,2011-11-28,1,9
12428.0,3503,7877.200000000004,Finland,C564108,WRAP PINK FAIRY CAKES ,2011-11-14,1,11
12429.0,1557,3750.400000000001,Denmark,579881,WOODLAND PARTY BAG + STICKER SET,2011-11-30,1,12
12430.0,117,256.4,Norway,573108,ZINC T-LIGHT HOLDER STARS SMALL,2011-10-27,1,5
12431.0,2858,6348.889999999999,Belgium,C561227,WRAP 50'S  CHRISTMAS,2011-11-04,1,11
12432.0,1801,5059.3200000000015,Norway,573200,ZINC WILLIE WINKIE  CANDLE STICK,2011-10-28,1,11
12433.0,11071,13375.869999999992,Norway,581491,YOU'RE CONFUSING ME METAL SIGN ,2011-12-09,1,12
12434.0,373,765.1899999999999,Australia,C548729,VINTAGE UNION JACK MEMOBOARD,2011-09-16,1,8
12435.0,2055,7829.889999999998,Denmark,567526,WOODEN SKITTLES GARDEN SET,2011-09-21,1,10
12436.0,211,509.01000000000005,Norway,565124,SPOTTY BUNTING,2011-09-01,1,6
12437.0,2918,4896.659999999998,France,C542714,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-12-08,1,12
12438.0,1180,2906.8500000000004,Norway,578811,WOODLAND STORAGE BOX SMALL,2011-11-25,1,12
12441.0,121,173.55,France,537693,WRAP I LOVE LONDON ,2010-12-08,1,3
12442.0,182,172.06,Spain,580955,WRAP PAISLEY PARK ,2011-12-06,1,7
12444.0,1155,5005.46,Norway,577314,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-18,1,11
12445.0,62,133.4,Spain,577125,POSTAGE,2011-11-17,1,5
12446.0,352,1002.3099999999998,RSA,571035,WOODEN CROQUET GARDEN SET,2011-10-13,1,7
12447.0,190,476.49,Belgium,549559,ROUND SNACK BOXES SET OF4 WOODLAND ,2011-04-10,1,5
12448.0,243,449.4500000000001,Spain,572886,TV DINNER TRAY AIR HOSTESS ,2011-10-26,1,7
12449.0,1553,4067.2900000000013,Belgium,577046,WOODEN BOX OF DOMINOES,2011-11-17,1,11
12450.0,128,197.88,Spain,559148,SMALL CERAMIC TOP STORAGE JAR ,2011-07-06,1,3
12451.0,6455,8933.519999999999,Switzerland,C560219,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-29,1,12
12452.0,183,428.57000000000005,Switzerland,C578122,VICTORIAN SEWING KIT,2011-11-23,1,8
12453.0,473,707.0899999999999,Austria,561627,WRAP RED DOILEY,2011-07-28,1,8
12454.0,0,-5.684341886080802e-14,Spain,C571499,WOODEN PICTURE FRAME WHITE FINISH,2011-10-17,1,4
12455.0,2089,2466.859999999997,Spain,568554,ZINC METAL HEART DECORATION,2011-09-27,1,10
12456.0,1616,3153.889999999998,Switzerland,C564134,ZINC WILLIE WINKIE  CANDLE STICK,2011-10-26,1,11
12457.0,695,1917.78,Switzerland,C570835,WOODLAND MINI BACKPACK,2011-10-12,1,9
12458.0,506,947.4000000000001,Switzerland,568950,SILVER TEDDY BEAR,2011-09-29,1,8
12461.0,287,826.8800000000001,Switzerland,565785,WOODEN UNION JACK BUNTING,2011-09-06,1,7
12462.0,514,1124.0099999999998,Spain,C581148,WOODLAND SMALL RED FELT HEART,2011-12-07,1,10
12463.0,757,1303.6299999999997,Belgium,C572479,WOODLAND DESIGN  COTTON TOTE BAG,2011-10-24,1,9
12464.0,112,1212.0499999999997,Belgium,579441,RED KITCHEN SCALES,2011-11-29,1,8
12465.0,475,733.8900000000001,Belgium,C580168,SWALLOW WOODEN CHRISTMAS DECORATION,2011-12-02,1,10
12468.0,364,724.04,Germany,C560564,WOODLAND PARTY BAG + STICKER SET,2011-07-19,1,7
12471.0,7953,18705.519999999942,Germany,C578062,WRAP RED APPLES ,2011-12-07,1,12
12472.0,4020,6229.480000000004,Germany,C575223,WRAP VINTAGE PETALS  DESIGN,2011-11-09,1,11
12473.0,2338,2837.7299999999996,Germany,C575638,ZINC FOLKART SLEIGH BELLS,2011-11-10,1,11
12474.0,4750,7064.77,Germany,C576974,WRAP VINTAGE LEAF DESIGN,2011-11-22,1,11
12475.0,535,723.38,Germany,571308,WOODLAND PARTY BAG + STICKER SET,2011-10-17,1,8
12476.0,2337,6546.580000000007,Germany,C581409,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-08,1,12
12477.0,3620,13117.009999999993,Germany,C566090,YELLOW COAT RACK PARIS FASHION,2011-11-17,1,11
12478.0,236,680.9900000000002,Greece,580752,WHITE SKULL HOT WATER BOTTLE ,2011-12-06,1,9
12479.0,351,477.30000000000007,Germany,C580740,SKULLS TAPE,2011-12-06,1,8
12480.0,1707,3281.6300000000015,Germany,575896,WRAP SUKI AND FRIENDS,2011-11-11,1,11
12481.0,3280,5574.360000000002,Germany,C549098,WRAP VINTAGE PETALS  DESIGN,2011-11-17,1,11
12483.0,1097,2327.130000000001,Sweden,C578090,WOODLAND SMALL RED FELT HEART,2011-11-22,1,11
12484.0,2181,4480.870000000001,Spain,C569370,ZINC T-LIGHT HOLDER STARS SMALL,2011-11-07,1,11
12488.0,529,1298.6599999999999,France,579529,WOODLAND  HEIGHT CHART STICKERS ,2011-11-30,1,10
12489.0,105,334.92999999999995,France,540463,WOODLAND DESIGN  COTTON TOTE BAG,2011-01-07,1,4
12490.0,3064,5417.9299999999985,France,580536,WRAP RED APPLES ,2011-12-04,1,12
12491.0,260,460.4000000000001,France,573868,WOODLAND MINI BACKPACK,2011-11-01,1,7
12492.0,192,263.21,Germany,570189,WRAP 50'S  CHRISTMAS,2011-10-07,1,5
12493.0,206,416.79,France,C555100,WATERING CAN BLUE ELEPHANT,2011-06-27,1,5
12494.0,690,1139.3500000000008,France,C579532,WOODLAND BUNNIES LOLLY MAKERS,2011-11-30,1,10
12497.0,1236,1043.1,Germany,567298,WRAP SUKI AND FRIENDS,2011-09-19,1,9
12498.0,159,403.7,Germany,577301,WOODLAND CHARLOTTE BAG,2011-11-18,1,7
12500.0,2671,4206.2699999999995,Germany,C574347,WHITE ROCKING HORSE HAND PAINTED,2011-11-16,1,11
12501.0,1722,2089.68,Germany,C542537,"WRAP, BILLBOARD FONTS DESIGN",2011-01-28,1,9
12502.0,820,3723.87,Spain,565519,WOODEN PICTURE FRAME WHITE FINISH,2011-09-05,1,9
12503.0,-1,-1126.0,Spain,C540271,Manual,2011-01-06,1,3
12504.0,51,114.00000000000003,Germany,C577775,SWEETHEART 3 TIER CAKE STAND ,2011-11-21,1,5
12505.0,-1,-4.5,Italy,C543743,Manual,2011-02-11,1,3
12506.0,23,73.50000000000003,France,550821,WATERING CAN PINK BUNNY,2011-04-21,1,3
12507.0,894,1258.06,Spain,C559175,SET OF 6 TEA TIME BAKING CASES,2011-07-28,1,8
12508.0,271,397.88000000000005,France,576064,WOODLAND CHARLOTTE BAG,2011-11-13,1,7
12509.0,55,176.5,France,545181,TEA TIME PARTY BUNTING,2011-02-28,1,3
12510.0,353,982.57,Spain,560607,WOODLAND CHARLOTTE BAG,2011-07-20,1,7
12512.0,96,132.18000000000006,Israel,569529,WRAP ENGLISH ROSE ,2011-10-04,1,4
12513.0,456,586.7900000000001,France,C567091,WRAP SUKI AND FRIENDS,2011-09-16,1,7
12514.0,440,1017.6800000000002,Italy,546875,WOODLAND CHARLOTTE BAG,2011-03-17,1,7
12515.0,131,383.7,Italy,539752,SET OF 3 CAKE TINS PANTRY DESIGN ,2010-12-21,1,4
12516.0,875,1312.06,Germany,567959,YULETIDE IMAGES GIFT WRAP SET,2011-09-23,1,8
12517.0,1338,2443.65,Germany,C575839,ZINC T-LIGHT HOLDER STARS SMALL,2011-11-11,1,11
12518.0,1318,2056.8899999999994,Germany,581494,WRAP GREEN PEARS ,2011-12-09,1,12
12519.0,175,330.84,Germany,570007,WOODLAND  STICKERS,2011-10-07,1,6
12520.0,1430,2582.5099999999998,Germany,C546886,WOODLAND PARTY BAG + STICKER SET,2011-09-21,1,10
12521.0,309,599.6800000000001,Germany,560635,WOODLAND CHARLOTTE BAG,2011-07-20,1,6
12522.0,194,192.72000000000003,Germany,573629,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2011-10-31,1,6
12523.0,861,1745.5700000000006,France,C581316,WRAP POPPIES  DESIGN,2011-12-08,1,11
12524.0,3699,4485.719999999999,Germany,579786,WOODLAND MINI BACKPACK,2011-11-30,1,12
12526.0,632,1316.6600000000005,Germany,581574,WOODLAND PARTY BAG + STICKER SET,2011-12-09,1,10
12527.0,234,348.71000000000004,Germany,567291,WOODLAND CHARLOTTE BAG,2011-09-19,1,6
12528.0,750,1922.2800000000009,Germany,C563751,WRAP PINK FAIRY CAKES ,2011-11-30,1,11
12530.0,900,1623.6299999999994,Germany,C564104,WOODLAND MINI BACKPACK,2011-10-11,1,9
12531.0,45,125.22,Germany,578705,WOODLAND  HEIGHT CHART STICKERS ,2011-11-25,1,6
12532.0,153,349.83,France,575326,VINTAGE JINGLE BELLS HEART,2011-11-09,1,7
12534.0,651,1089.18,Germany,561911,WOODLAND DESIGN  COTTON TOTE BAG,2011-08-01,1,8
12535.0,219,716.3500000000001,France,566074,VINTAGE UNION JACK CUSHION COVER,2011-09-09,1,7
12536.0,2652,4106.820000000003,France,C580263,WRAP PAISLEY PARK ,2011-12-02,1,12
12538.0,191,363.95,Spain,575707,VINTAGE LEAF MAGNETIC NOTEPAD,2011-11-10,1,7
12539.0,2066,3852.4999999999986,Spain,C542348,ZINC FOLKART SLEIGH BELLS,2011-11-17,1,11
12540.0,6677,13309.039999999992,Spain,C567521,ZINC FOLKART SLEIGH BELLS,2011-11-20,1,11
12541.0,680,981.1800000000002,Spain,575514,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-11-10,1,9
12544.0,132,355.7,Spain,C575531,TRADITIONAL KNITTING NANCY,2011-11-10,1,6
12545.0,523,1000.3899999999999,Spain,568179,URBAN BLACK RIBBONS ,2011-09-25,1,8
12546.0,617,1141.5,Spain,C569422,WOODLAND MINI BACKPACK,2011-10-24,1,9
12547.0,134,207.8,Spain,554792,SET/20 RED RETROSPOT PAPER NAPKINS ,2011-05-26,1,3
12548.0,49,95.19999999999999,Spain,558108,SET OF 72 SKULL PAPER  DOILIES,2011-06-26,1,3
12550.0,569,964.8299999999994,Spain,567653,WRAP ENGLISH ROSE ,2011-09-21,1,8
12551.0,100,168.0,Spain,539351,SUKI  SHOULDER BAG,2010-12-17,1,3
12552.0,88,437.81999999999994,Italy,573768,ZINC BOX SIGN HOME,2011-11-01,1,6
12553.0,1924,3652.2500000000014,France,C579562,ZINC FOLKART SLEIGH BELLS,2011-12-01,1,12
12556.0,355,599.5599999999997,Spain,572065,ZINC METAL HEART DECORATION,2011-10-20,1,7
12557.0,4384,11990.96,Spain,578321,RED RETROSPOT PLATE ,2011-11-23,1,12
12558.0,0,2.6645352591003757e-14,USA,C581229,VINTAGE KID DOLLY CARD ,2011-12-08,1,6
12559.0,281,536.2099999999999,Germany,C542924,WRAP RED APPLES ,2011-02-02,1,5
12560.0,1078,2101.3900000000003,Germany,C564913,WRAP VINTAGE LEAF DESIGN,2011-12-04,1,12
12561.0,177,238.85,Germany,543587,WRAP RED APPLES ,2011-02-10,1,4
12562.0,1779,3781.7400000000025,France,580126,WRAP RED VINTAGE DOILY,2011-12-01,1,12
12564.0,133,456.9000000000001,France,547520,SPACEBOY LUNCH BOX ,2011-03-23,1,4
12565.0,75,131.17,Saudi Arabia,C545507,PLASTERS IN TIN STRONGMAN,2011-03-03,1,3
12566.0,264,346.70000000000005,Germany,C568580,WRAP PINK FAIRY CAKES ,2011-09-28,1,6
12567.0,4089,9114.939999999993,France,C555935,ZINC FOLKART SLEIGH BELLS,2011-11-17,1,11
12569.0,1793,4064.989999999999,Germany,C576816,YOU'RE CONFUSING ME METAL SIGN ,2011-12-07,1,12
12571.0,523,519.6099999999999,France,573428,WOODLAND SMALL PINK FELT HEART,2011-10-31,1,8
12572.0,450,1004.7200000000003,Germany,C572275,WRAP GINGHAM ROSE ,2011-12-01,1,10
12573.0,84,160.54,France,551163,WHITE LOVEBIRD LANTERN,2011-04-26,1,3
12574.0,61,218.45000000000002,France,542425,WOODEN PICTURE FRAME WHITE FINISH,2011-01-28,1,3
12576.0,964,1306.9799999999998,Poland,C561104,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-04,1,10
12577.0,463,564.2000000000003,France,C574512,ZINC METAL HEART DECORATION,2011-11-04,1,8
12578.0,1171,2753.3599999999988,Italy,C542273,WOODLAND BUNNIES LOLLY MAKERS,2011-11-18,1,11
12579.0,278,410.71999999999997,France,C568534,WRAP ENGLISH ROSE ,2011-09-27,1,6
12580.0,238,415.7,Germany,549193,WOODLAND CHARLOTTE BAG,2011-04-07,1,5
12581.0,161,197.70999999999998,Germany,573417,ZINC WILLIE WINKIE  CANDLE STICK,2011-10-31,1,6
12582.0,300,511.3599999999999,Finland,550192,TEA BAG PLATE RED RETROSPOT,2011-04-15,1,5
12583.0,5009,7187.339999999993,France,C571127,ZINC FOLKART SLEIGH BELLS,2011-12-07,1,12
12584.0,354,1893.9500000000005,Italy,C579864,WHITE HANGING HEART T-LIGHT HOLDER,2011-12-06,1,10
12585.0,1258,1982.809999999999,Germany,C550171,WRAP PINK FAIRY CAKES ,2011-04-19,1,9
12586.0,77,179.94,Italy,C537232,WHITE HANGING HEART T-LIGHT HOLDER,2011-11-22,1,5
12587.0,51,144.0,Finland,580265,POSTAGE,2011-12-02,1,6
12588.0,53,214.9,Finland,573588,SMALL HEART MEASURING SPOONS,2011-10-31,1,5
12589.0,306,646.6800000000001,France,575747,SET/10 RED POLKADOT PARTY CANDLES,2011-11-11,1,8
12590.0,4279,9861.380000000003,Germany,C555366,WOODLAND CHARLOTTE BAG,2011-06-02,1,9
12591.0,228,452.84999999999985,Italy,542238,VINTAGE UNION JACK SHOPPING BAG,2011-01-26,1,5
12592.0,290,437.59999999999997,Germany,566054,WOODLAND CHARLOTTE BAG,2011-09-08,1,6
12593.0,206,418.09999999999997,France,564159,TOY TIDY SPACEBOY  ,2011-08-23,1,6
12594.0,1776,3320.2199999999984,Italy,C547930,WOODLAND CHARLOTTE BAG,2011-11-02,1,11
12596.0,474,618.27,Spain,571851,TABLECLOTH RED APPLES DESIGN ,2011-10-19,1,7
12597.0,2187,3683.1300000000015,Spain,C574894,ZINC FOLKART SLEIGH BELLS,2011-11-20,1,11
12598.0,1940,3002.679999999999,France,C545837,WOODLAND MINI BACKPACK,2011-11-30,1,12
12599.0,956,1032.5800000000006,France,575629,ZINC FOLKART SLEIGH BELLS,2011-11-10,1,9
12600.0,773,2581.0400000000004,Germany,C553414,WOODLAND CHARLOTTE BAG,2011-11-11,1,10
12601.0,244,569.5600000000001,Germany,C555013,ZINC WILLIE WINKIE  CANDLE STICK,2011-06-03,1,5
12602.0,162,153.12000000000003,France,570724,SET 12 COLOURING PENCILS DOILY,2011-10-12,1,5
12603.0,64,739.1999999999999,Germany,577168,REGENCY CAKESTAND 3 TIER,2011-11-18,1,7
12604.0,201,254.17999999999995,France,567640,SET/10 PINK POLKADOT PARTY CANDLES,2011-09-21,1,5
12605.0,-4,-7.5,Germany,C538123,WOODLAND PARTY BAG + STICKER SET,2010-12-09,1,3
12607.0,0,3.339550858072471e-13,USA,C570867,WRAP ENGLISH ROSE ,2011-10-12,1,4
12609.0,648,1126.8500000000001,Germany,567904,WOODLAND PARTY BAG + STICKER SET,2011-09-22,1,8
12610.0,1028,2057.9900000000007,Italy,C576199,WRAP I LOVE LONDON ,2011-11-17,1,11
12611.0,846,1193.32,Italy,571670,WOODLAND BUNNIES LOLLY MAKERS,2011-10-18,1,8
12612.0,251,643.5900000000001,Germany,C571009,TURQ+RED BOUDICCA LARGE BRACELET,2011-10-13,1,6
12613.0,1596,3218.979999999998,Germany,C575082,WOODLAND PARTY BAG + STICKER SET,2011-11-08,1,11
12614.0,76,315.59999999999997,Germany,545718,WHITE SKULL HOT WATER BOTTLE ,2011-03-07,1,4
12615.0,1376,2291.1900000000005,France,581171,WRAP RED VINTAGE DOILY,2011-12-07,1,12
12616.0,273,657.25,France,C566960,VINTAGE HEADS AND TAILS CARD GAME ,2011-09-15,1,7
12617.0,210,352.9800000000002,France,575661,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-11-10,1,7
12618.0,96,177.31,Italy,577178,RED RETROSPOT MINI CASES,2011-11-18,1,5
12619.0,3354,3214.81,Germany,C575592,VINTAGE CREAM 3 BASKET CAKE STAND,2011-11-23,1,12
12620.0,1181,1339.4099999999999,France,578698,ZINC METAL HEART DECORATION,2011-11-25,1,11
12621.0,7404,13612.069999999998,Germany,C566084,WRAP WEDDING DAY,2011-12-08,1,12
12622.0,69,180.09999999999997,Germany,550960,WOODLAND  HEIGHT CHART STICKERS ,2011-04-21,1,3
12623.0,191,305.1,Germany,545994,WRAP RED APPLES ,2011-03-08,1,5
12624.0,355,641.1300000000001,France,564531,WOODLAND  HEIGHT CHART STICKERS ,2011-08-25,1,6
12625.0,1577,2614.3199999999997,Germany,C543050,WRAP WEDDING DAY,2011-05-12,1,9
12626.0,3350,6388.3499999999985,Germany,C561358,WRAP RED APPLES ,2011-11-16,1,11
12627.0,2752,4478.53,Germany,579393,WOODLAND SMALL RED FELT HEART,2011-11-29,1,12
12628.0,445,769.6099999999998,Germany,C577693,VINTAGE DOILY JUMBO BAG RED ,2011-12-05,1,10
12630.0,548,1270.8799999999999,Finland,579550,WOODEN HEART CHRISTMAS SCANDINAVIAN,2011-11-30,1,10
12631.0,236,640.5000000000002,Finland,571053,TREASURE TIN GYMKHANA DESIGN,2011-10-13,1,6
12633.0,1149,2140.6299999999997,Germany,C555600,WRAP RED APPLES ,2011-10-12,1,10
12635.0,1172,1689.18,Germany,566233,ZINC T-LIGHT HOLDER STARS SMALL,2011-09-11,1,10
12637.0,2982,5934.250000000001,France,C550147,WOODLAND MINI BACKPACK,2011-10-03,1,10
12638.0,577,671.69,Sweden,574690,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-06,1,9
12639.0,201,486.1,Sweden,550277,WOODEN CROQUET GARDEN SET,2011-04-15,1,5
12640.0,311,1174.58,France,576669,WOODEN BOX OF DOMINOES,2011-11-16,1,8
12641.0,72,185.9,Sweden,563443,POSTAGE,2011-08-16,1,4
12642.0,552,1013.26,Germany,576322,WALL TIDY RETROSPOT ,2011-11-14,1,9
12643.0,1808,3344.6400000000003,France,562207,WOODEN HAPPY BIRTHDAY GARLAND,2011-08-03,1,10
12644.0,325,477.9100000000001,Germany,562045,SPOTTY BUNTING,2011-08-02,1,6
12645.0,1072,1755.3800000000006,Germany,C565089,WOODLAND CHARLOTTE BAG,2011-11-06,1,11
12646.0,897,1346.9700000000003,USA,580553,SET/10 RED POLKADOT PARTY CANDLES,2011-12-05,1,10
12647.0,1420,3669.9200000000005,Germany,C539031,TOADSTOOL MONEY BOX,2011-11-17,1,11
12648.0,160,318.05,Germany,559421,WOODEN HAPPY BIRTHDAY GARLAND,2011-07-08,1,5
12649.0,574,603.7099999999999,Germany,C538084,TOADSTOOL MONEY BOX,2011-08-24,1,7
12650.0,254,314.44,France,580986,TEA PARTY BIRTHDAY CARD,2011-12-06,1,8
12651.0,78,114.00000000000003,France,540521,STARS GIFT TAPE ,2011-01-09,1,3
12652.0,502,914.5299999999997,France,C541825,WOODLAND CHARLOTTE BAG,2011-01-21,1,7
12653.0,919,2209.8500000000004,Israel,559948,YELLOW COAT RACK PARIS FASHION,2011-07-14,1,8
12654.0,264,601.98,Germany,579276,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-29,1,8
12656.0,1708,3982.720000000002,France,C574946,WRAP POPPIES  DESIGN,2011-11-22,1,11
12657.0,654,1152.06,France,C579192,WRAP I LOVE LONDON ,2011-11-28,1,10
12658.0,320,686.0500000000001,Germany,577615,WHITE BAROQUE WALL CLOCK ,2011-11-21,1,8
12659.0,105,91.68,France,575581,SET OF 12  VINTAGE POSTCARD SET,2011-11-10,1,5
12660.0,127,245.10000000000002,France,579153,SET OF 20 KIDS COOKIE CUTTERS,2011-11-28,1,6
12662.0,2040,3817.079999999998,Germany,C543445,WRAP RED VINTAGE DOILY,2011-12-09,1,12
12664.0,1202,4863.879999999999,Finland,C570775,TOILET METAL SIGN,2011-12-01,1,12
12665.0,36,61.75,Germany,C540850,SWEETHEART CERAMIC TRINKET BOX,2011-01-19,1,3
12666.0,-56,-227.44,Israel,C539037,SPACEBOY TV DINNER TRAY,2010-12-15,1,3
12667.0,395,620.13,Finland,570875,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-10-12,1,7
12668.0,1595,3743.180000000002,Germany,C580313,WOODLAND DESIGN  COTTON TOTE BAG,2011-12-02,1,12
